Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month,Day
2017-01-31,Brown,WI,Passenger,1,0,1,46,47,2.13,2017,1,31
2017-01-31,Hawaii,HI,Passenger,1,0,1,92,93,1.08,2017,1,31
2017-01-31,Benton,WA,Truck,0,0,0,39814,39814,0.0,2017,1,31
2017-01-31,Madison,ID,Passenger,1,0,1,48,49,2.04,2017,1,31
2017-01-31,Chelan,WA,Passenger,54,28,82,51899,51981,0.16,2017,1,31
2017-01-31,San Diego,CA,Passenger,4,2,6,2894,2900,0.21,2017,1,31
2017-01-31,Lincoln,WA,Passenger,2,4,6,7543,7549,0.08,2017,1,31
2017-01-31,Columbia,WA,Passenger,0,1,1,2332,2333,0.04,2017,1,31
2017-01-31,St. Mary's,MD,Passenger,0,1,1,204,205,0.49,2017,1,31
2017-01-31,King,WA,Truck,8,1,9,191064,191073,0.0,2017,1,31
2017-01-31,Riverside,CA,Passenger,1,1,2,888,890,0.22,2017,1,31
2017-01-31,Yakima,WA,Passenger,36,49,85,159923,160008,0.05,2017,1,31
2017-01-31,DeKalb,GA,Passenger,1,0,1,92,93,1.08,2017,1,31
2017-01-31,Okanogan,WA,Passenger,3,15,18,25811,25829,0.07,2017,1,31
2017-01-31,Arlington,VA,Passenger,1,1,2,179,181,1.1,2017,1,31
2017-01-31,St. Lucie,FL,Passenger,1,0,1,32,33,3.03,2017,1,31
2017-01-31,Virginia Beach,VA,Passenger,2,1,3,652,655,0.46,2017,1,31
2017-01-31,Clark,WA,Truck,0,0,0,77515,77515,0.0,2017,1,31
2017-01-31,Monterey,CA,Passenger,0,1,1,234,235,0.43,2017,1,31
2017-01-31,Douglas,WA,Truck,0,0,0,11425,11425,0.0,2017,1,31
2017-01-31,Hamilton,TN,Passenger,1,0,1,28,29,3.45,2017,1,31
2017-01-31,Prince George's,MD,Passenger,0,1,1,189,190,0.53,2017,1,31
2017-01-31,Norfolk,VA,Passenger,1,1,2,304,306,0.65,2017,1,31
2017-01-31,Honolulu,HI,Passenger,4,2,6,673,679,0.88,2017,1,31
2017-01-31,Tulare,CA,Passenger,1,0,1,204,205,0.49,2017,1,31
2017-01-31,San Mateo,CA,Passenger,0,1,1,178,179,0.56,2017,1,31
2017-01-31,Orange,FL,Passenger,0,1,1,157,158,0.63,2017,1,31
2017-01-31,Pinal,AZ,Passenger,2,0,2,284,286,0.7,2017,1,31
2017-01-31,Hidalgo,TX,Passenger,0,1,1,100,101,0.99,2017,1,31
2017-01-31,Jefferson,WA,Passenger,87,53,140,23606,23746,0.59,2017,1,31
2017-01-31,Mason,WA,Truck,0,0,0,19182,19182,0.0,2017,1,31
2017-01-31,Orleans,LA,Passenger,0,1,1,52,53,1.89,2017,1,31
2017-01-31,Douglas,WA,Passenger,29,19,48,26578,26626,0.18,2017,1,31
2017-01-31,Whitman,WA,Passenger,8,19,27,21931,21958,0.12,2017,1,31
2017-01-31,Northampton,PA,Passenger,2,0,2,259,261,0.77,2017,1,31
2017-01-31,Klickitat,WA,Passenger,20,22,42,14793,14835,0.28,2017,1,31
2017-01-31,District of Columbia,DC,Passenger,0,3,3,236,239,1.26,2017,1,31
2017-01-31,Jefferson,NY,Passenger,1,1,2,253,255,0.78,2017,1,31
2017-01-31,Wahkiakum,WA,Passenger,0,1,1,2861,2862,0.03,2017,1,31
2017-01-31,Oklahoma,OK,Passenger,0,1,1,215,216,0.46,2017,1,31
2017-01-31,Hood River,OR,Passenger,1,0,1,43,44,2.27,2017,1,31
2017-01-31,Anne Arundel,MD,Passenger,0,1,1,513,514,0.19,2017,1,31
2017-01-31,New Haven,CT,Passenger,0,1,1,65,66,1.52,2017,1,31
2017-01-31,Stevens,WA,Passenger,6,21,27,31523,31550,0.09,2017,1,31
2017-01-31,Grays Harbor,WA,Passenger,27,24,51,44309,44360,0.11,2017,1,31
2017-01-31,Loudoun,VA,Passenger,0,1,1,89,90,1.11,2017,1,31
2017-01-31,Island,WA,Passenger,103,119,222,59410,59632,0.37,2017,1,31
2017-01-31,Pierce,WA,Truck,0,0,0,138746,138746,0.0,2017,1,31
2017-01-31,Pierce,WA,Passenger,822,751,1573,528213,529786,0.3,2017,1,31
2017-01-31,Kitsap,WA,Truck,1,0,1,52377,52378,0.0,2017,1,31
2017-01-31,Marin,CA,Passenger,1,0,1,57,58,1.72,2017,1,31
2017-01-31,Dakota,MN,Passenger,0,1,1,47,48,2.08,2017,1,31
2017-01-31,Walla Walla,WA,Passenger,16,21,37,34864,34901,0.11,2017,1,31
2017-01-31,Stevens,WA,Truck,0,0,0,18339,18339,0.0,2017,1,31
2017-01-31,Salt Lake,UT,Passenger,0,1,1,359,360,0.28,2017,1,31
2017-01-31,Portsmouth,VA,Passenger,0,1,1,64,65,1.54,2017,1,31
2017-01-31,Norfolk,MA,Passenger,1,0,1,40,41,2.44,2017,1,31
2017-01-31,Monroe,NY,Passenger,1,0,1,31,32,3.12,2017,1,31
2017-01-31,Snohomish,WA,Truck,1,0,1,122827,122828,0.0,2017,1,31
2017-01-31,King,WA,Passenger,8802,3620,12422,1387172,1399594,0.89,2017,1,31
2017-01-31,Maui,HI,Passenger,1,0,1,84,85,1.18,2017,1,31
2017-01-31,Carroll,NH,Passenger,0,1,1,0,1,100.0,2017,1,31
2017-01-31,Skagit,WA,Truck,1,0,1,31404,31405,0.0,2017,1,31
2017-01-31,San Juan,WA,Passenger,84,31,115,13348,13463,0.85,2017,1,31
2017-01-31,Juneau,AK,Passenger,0,1,1,59,60,1.67,2017,1,31
2017-01-31,DeKalb,IN,Passenger,1,0,1,1,2,50.0,2017,1,31
2017-01-31,Garfield,WA,Passenger,0,0,0,1285,1285,0.0,2017,1,31
2017-01-31,Skamania,WA,Truck,0,0,0,3908,3908,0.0,2017,1,31
2017-01-31,Union,OH,Passenger,1,0,1,4,5,20.0,2017,1,31
2017-01-31,Palm Beach,FL,Passenger,0,1,1,105,106,0.94,2017,1,31
2017-01-31,Kittitas,WA,Passenger,15,16,31,27154,27185,0.11,2017,1,31
2017-01-31,Clallam,WA,Truck,0,0,0,21039,21039,0.0,2017,1,31
2017-01-31,Adams,WA,Passenger,1,1,2,12174,12176,0.02,2017,1,31
2017-01-31,Contra Costa,CA,Passenger,1,0,1,676,677,0.15,2017,1,31
2017-01-31,Marion,OR,Passenger,1,0,1,243,244,0.41,2017,1,31
2017-01-31,Ventura,CA,Passenger,0,2,2,398,400,0.5,2017,1,31
2017-01-31,Pacific,WA,Truck,0,0,0,7507,7507,0.0,2017,1,31
2017-01-31,Kitsap,WA,Passenger,556,262,818,172388,173206,0.47,2017,1,31
2017-01-31,Clackamas,OR,Passenger,1,2,3,425,428,0.7,2017,1,31
2017-01-31,Santa Barbara,CA,Passenger,0,1,1,135,136,0.74,2017,1,31
2017-01-31,Tarrant,TX,Passenger,0,2,2,334,336,0.6,2017,1,31
2017-01-31,Canyon,ID,Passenger,0,1,1,120,121,0.83,2017,1,31
2017-01-31,Shoshone,ID,Passenger,0,1,1,99,100,1.0,2017,1,31
2017-01-31,Garfield,WA,Truck,0,0,0,940,940,0.0,2017,1,31
2017-01-31,Los Angeles,CA,Passenger,2,1,3,1486,1489,0.2,2017,1,31
2017-01-31,Ferry,WA,Truck,0,0,0,3581,3581,0.0,2017,1,31
2017-01-31,Eagle,CO,Passenger,1,0,1,11,12,8.33,2017,1,31
2017-01-31,Mercer,NJ,Passenger,0,1,1,22,23,4.35,2017,1,31
2017-01-31,Kittitas,WA,Truck,0,0,0,13413,13413,0.0,2017,1,31
2017-01-31,Lane,OR,Passenger,0,1,1,294,295,0.34,2017,1,31
2017-01-31,Pacific,WA,Passenger,5,6,11,15027,15038,0.07,2017,1,31
2017-01-31,Manassas,VA,Passenger,0,1,1,8,9,11.11,2017,1,31
2017-01-31,San Juan,WA,Truck,0,0,0,5592,5592,0.0,2017,1,31
2017-01-31,El Paso,TX,Passenger,0,1,1,592,593,0.17,2017,1,31
2017-01-31,Saratoga,NY,Passenger,1,1,2,78,80,2.5,2017,1,31
2017-01-31,Santa Clara,CA,Passenger,5,3,8,468,476,1.68,2017,1,31
2017-01-31,Hamilton,IN,Passenger,1,0,1,73,74,1.35,2017,1,31
2017-01-31,Mason,WA,Passenger,48,58,106,42803,42909,0.25,2017,1,31
2017-01-31,Nantucket,MA,Passenger,1,0,1,3,4,25.0,2017,1,31
2017-01-31,New London,CT,Passenger,2,0,2,268,270,0.74,2017,1,31
2017-01-31,Pend Oreille,WA,Truck,0,0,0,5593,5593,0.0,2017,1,31
2017-01-31,Sumter,FL,Passenger,0,1,1,10,11,9.09,2017,1,31
2017-01-31,Walla Walla,WA,Truck,0,0,0,13169,13169,0.0,2017,1,31
2017-01-31,Clark,NV,Passenger,1,4,5,937,942,0.53,2017,1,31
2017-01-31,Klickitat,WA,Truck,0,0,0,7939,7939,0.0,2017,1,31
2017-01-31,Douglas,OR,Passenger,0,1,1,90,91,1.1,2017,1,31
2017-01-31,Latah,ID,Passenger,0,1,1,145,146,0.68,2017,1,31
2017-01-31,Pima,AZ,Passenger,0,2,2,477,479,0.42,2017,1,31
2017-01-31,Bergen,NJ,Passenger,0,2,2,34,36,5.56,2017,1,31
2017-01-31,Wahkiakum,WA,Truck,0,0,0,1624,1624,0.0,2017,1,31
2017-01-31,Grays Harbor,WA,Truck,0,0,0,19861,19861,0.0,2017,1,31
2017-01-31,Whatcom,WA,Truck,2,0,2,41338,41340,0.0,2017,1,31
2017-01-31,Grant,WA,Truck,0,0,0,25039,25039,0.0,2017,1,31
2017-01-31,Cumberland,NC,Passenger,1,0,1,641,642,0.16,2017,1,31
2017-01-31,Thurston,WA,Truck,0,0,0,53329,53329,0.0,2017,1,31
2017-01-31,Middlesex,MA,Passenger,1,0,1,163,164,0.61,2017,1,31
2017-01-31,Wayne,MI,Passenger,0,2,2,80,82,2.44,2017,1,31
2017-01-31,Lewis,WA,Passenger,43,32,75,54963,55038,0.14,2017,1,31
2017-01-31,Manatee,FL,Passenger,1,0,1,59,60,1.67,2017,1,31
2017-01-31,Cobb,GA,Passenger,0,1,1,83,84,1.19,2017,1,31
2017-01-31,Snohomish,WA,Passenger,1549,803,2352,514909,517261,0.45,2017,1,31
2017-01-31,Lewis,NY,Passenger,0,1,1,10,11,9.09,2017,1,31
2017-01-31,Grant,WA,Passenger,16,21,37,60379,60416,0.06,2017,1,31
2017-01-31,Durham,NC,Passenger,0,1,1,39,40,2.5,2017,1,31
2017-01-31,Cowlitz,WA,Passenger,51,44,95,69107,69202,0.14,2017,1,31
2017-01-31,Montgomery,TN,Passenger,1,0,1,308,309,0.32,2017,1,31
2017-01-31,Moore,NC,Passenger,0,1,1,209,210,0.48,2017,1,31
2017-01-31,Harnett,NC,Passenger,1,0,1,272,273,0.37,2017,1,31
2017-01-31,Lake,IL,Passenger,1,0,1,192,193,0.52,2017,1,31
2017-01-31,Cascade,MT,Passenger,0,1,1,65,66,1.52,2017,1,31
2017-01-31,Jackson,MO,Passenger,1,0,1,77,78,1.28,2017,1,31
2017-01-31,Duval,FL,Passenger,1,1,2,378,380,0.53,2017,1,31
2017-01-31,Lee,AL,Passenger,1,0,1,36,37,2.7,2017,1,31
2017-01-31,Polk,FL,Passenger,1,0,1,65,66,1.52,2017,1,31
2017-01-31,Franklin,MA,Passenger,0,1,1,5,6,16.67,2017,1,31
2017-01-31,Cowlitz,WA,Truck,0,0,0,27947,27947,0.0,2017,1,31
2017-01-31,Lincoln,WA,Truck,0,0,0,4462,4462,0.0,2017,1,31
2017-01-31,Multnomah,OR,Passenger,0,3,3,1281,1284,0.23,2017,1,31
2017-01-31,Fairfax,VA,Passenger,3,2,5,883,888,0.56,2017,1,31
2017-01-31,Spokane,WA,Truck,1,0,1,90420,90421,0.0,2017,1,31
2017-01-31,Prince William,VA,Passenger,0,4,4,283,287,1.39,2017,1,31
2017-01-31,Shelby,TN,Passenger,0,1,1,118,119,0.84,2017,1,31
2017-01-31,Maricopa,AZ,Passenger,3,1,4,2008,2012,0.2,2017,1,31
2017-01-31,Yakima,WA,Truck,0,0,0,57336,57336,0.0,2017,1,31
2017-01-31,Deschutes,OR,Passenger,1,1,2,242,244,0.82,2017,1,31
2017-01-31,Thurston,WA,Passenger,336,299,635,184923,185558,0.34,2017,1,31
2017-01-31,Benton,WA,Passenger,129,129,258,127851,128109,0.2,2017,1,31
2017-01-31,Gwinnett,GA,Passenger,0,1,1,97,98,1.02,2017,1,31
2017-01-31,Utah,UT,Passenger,0,1,1,201,202,0.5,2017,1,31
2017-01-31,Travis,TX,Passenger,1,1,2,216,218,0.92,2017,1,31
2017-01-31,Marion,FL,Passenger,1,0,1,26,27,3.7,2017,1,31
2017-01-31,Jefferson,WA,Truck,0,0,0,9469,9469,0.0,2017,1,31
2017-01-31,Dallas,TX,Passenger,1,0,1,232,233,0.43,2017,1,31
2017-01-31,Franklin,WA,Passenger,27,42,69,55392,55461,0.12,2017,1,31
2017-01-31,Pend Oreille,WA,Passenger,1,4,5,9344,9349,0.05,2017,1,31
2017-01-31,Allegheny,PA,Passenger,1,0,1,94,95,1.05,2017,1,31
2017-01-31,Hardin,KY,Passenger,0,1,1,122,123,0.81,2017,1,31
2017-01-31,Yavapai,AZ,Passenger,1,0,1,87,88,1.14,2017,1,31
2017-01-31,Alameda,CA,Passenger,6,1,7,405,412,1.7,2017,1,31
2017-01-31,Clallam,WA,Passenger,73,64,137,48003,48140,0.28,2017,1,31
2017-01-31,Santa Fe,NM,Passenger,0,1,1,44,45,2.22,2017,1,31
2017-01-31,Essex,NJ,Passenger,1,0,1,18,19,5.26,2017,1,31
2017-01-31,Whitman,WA,Truck,0,0,0,8404,8404,0.0,2017,1,31
2017-01-31,Volusia,FL,Passenger,0,1,1,52,53,1.89,2017,1,31
2017-01-31,Howard,MD,Passenger,0,2,2,93,95,2.11,2017,1,31
2017-01-31,Fulton,GA,Passenger,1,2,3,135,138,2.17,2017,1,31
2017-01-31,Lewis,WA,Truck,0,0,0,24796,24796,0.0,2017,1,31
2017-01-31,Columbia,WA,Truck,0,0,0,1544,1544,0.0,2017,1,31
2017-01-31,Franklin,WA,Truck,0,0,0,17909,17909,0.0,2017,1,31
2017-01-31,Montgomery,MD,Passenger,1,0,1,314,315,0.32,2017,1,31
2017-01-31,Orange,CA,Passenger,2,1,3,716,719,0.42,2017,1,31
2017-01-31,Ferry,WA,Passenger,2,1,3,4387,4390,0.07,2017,1,31
2017-01-31,Morris,NJ,Passenger,1,0,1,23,24,4.17,2017,1,31
2017-01-31,Dale,AL,Passenger,0,1,1,65,66,1.52,2017,1,31
2017-01-31,Chelan,WA,Truck,0,0,0,21259,21259,0.0,2017,1,31
2017-01-31,Okaloosa,FL,Passenger,1,0,1,191,192,0.52,2017,1,31
2017-01-31,Collier,FL,Passenger,1,1,2,22,24,8.33,2017,1,31
2017-01-31,Guilford,NC,Passenger,1,0,1,35,36,2.78,2017,1,31
2017-01-31,Okanogan,WA,Truck,0,0,0,16374,16374,0.0,2017,1,31
2017-01-31,El Paso,CO,Passenger,1,1,2,886,888,0.23,2017,1,31
2017-01-31,Clark,WA,Passenger,673,426,1099,297800,298899,0.37,2017,1,31
2017-01-31,Skamania,WA,Passenger,7,7,14,8547,8561,0.16,2017,1,31
2017-01-31,Dane,WI,Passenger,1,0,1,193,194,0.52,2017,1,31
2017-01-31,Asotin,WA,Passenger,4,3,7,12316,12323,0.06,2017,1,31
2017-01-31,Island,WA,Truck,1,0,1,20515,20516,0.0,2017,1,31
2017-01-31,Adams,WA,Truck,0,0,0,5076,5076,0.0,2017,1,31
2017-01-31,Asotin,WA,Truck,0,0,0,6487,6487,0.0,2017,1,31
2017-01-31,Whatcom,WA,Passenger,383,141,524,141869,142393,0.37,2017,1,31
2017-01-31,Skagit,WA,Passenger,106,81,187,87447,87634,0.21,2017,1,31
2017-01-31,Spokane,WA,Passenger,221,196,417,295996,296413,0.14,2017,1,31
2017-01-31,Bexar,TX,Passenger,3,3,6,1260,1266,0.47,2017,1,31
2017-01-31,Muscogee,GA,Passenger,0,1,1,266,267,0.37,2017,1,31
2017-01-31,Charles,MD,Passenger,0,1,1,90,91,1.1,2017,1,31
2017-01-31,Collin,TX,Passenger,0,1,1,160,161,0.62,2017,1,31
2017-02-28,Monterey,CA,Passenger,0,1,1,226,227,0.44,2017,2,28
2017-02-28,Douglas,WA,Truck,0,0,0,11386,11386,0.0,2017,2,28
2017-02-28,Island,WA,Truck,0,0,0,20494,20494,0.0,2017,2,28
2017-02-28,Juneau,AK,Passenger,0,1,1,56,57,1.75,2017,2,28
2017-02-28,Pierce,WA,Truck,0,0,0,138534,138534,0.0,2017,2,28
2017-02-28,Polk,FL,Passenger,1,0,1,66,67,1.49,2017,2,28
2017-02-28,Riverside,CA,Passenger,1,1,2,842,844,0.24,2017,2,28
2017-02-28,Pend Oreille,WA,Truck,0,0,0,5572,5572,0.0,2017,2,28
2017-02-28,San Juan,WA,Passenger,88,31,119,13401,13520,0.88,2017,2,28
2017-02-28,Marin,CA,Passenger,1,0,1,59,60,1.67,2017,2,28
2017-02-28,Nueces,TX,Passenger,0,1,1,98,99,1.01,2017,2,28
2017-02-28,Cowlitz,WA,Passenger,50,46,96,69049,69145,0.14,2017,2,28
2017-02-28,Island,WA,Passenger,100,122,222,59441,59663,0.37,2017,2,28
2017-02-28,Lincoln,WA,Truck,0,0,0,4464,4464,0.0,2017,2,28
2017-02-28,Spokane,WA,Passenger,226,196,422,294998,295420,0.14,2017,2,28
2017-02-28,San Diego,CA,Passenger,4,1,5,2818,2823,0.18,2017,2,28
2017-02-28,Cascade,MT,Passenger,0,1,1,62,63,1.59,2017,2,28
2017-02-28,Guilford,NC,Passenger,1,0,1,33,34,2.94,2017,2,28
2017-02-28,Salt Lake,UT,Passenger,0,1,1,332,333,0.3,2017,2,28
2017-02-28,Garfield,WA,Truck,0,0,0,933,933,0.0,2017,2,28
2017-02-28,Duval,FL,Passenger,1,1,2,369,371,0.54,2017,2,28
2017-02-28,Thurston,WA,Truck,0,0,0,53334,53334,0.0,2017,2,28
2017-02-28,Yakima,WA,Truck,0,0,0,57222,57222,0.0,2017,2,28
2017-02-28,Gwinnett,GA,Passenger,0,1,1,90,91,1.1,2017,2,28
2017-02-28,Fairfax,VA,Passenger,3,2,5,874,879,0.57,2017,2,28
2017-02-28,Latah,ID,Passenger,0,1,1,134,135,0.74,2017,2,28
2017-02-28,Pima,AZ,Passenger,0,2,2,450,452,0.44,2017,2,28
2017-02-28,Honolulu,HI,Passenger,4,2,6,638,644,0.93,2017,2,28
2017-02-28,Montgomery,TN,Passenger,1,0,1,295,296,0.34,2017,2,28
2017-02-28,Wayne,MI,Passenger,0,2,2,72,74,2.7,2017,2,28
2017-02-28,Benton,WA,Truck,0,0,0,39744,39744,0.0,2017,2,28
2017-02-28,Eagle,CO,Passenger,1,0,1,8,9,11.11,2017,2,28
2017-02-28,St. Lucie,FL,Passenger,1,0,1,31,32,3.12,2017,2,28
2017-02-28,Yakima,WA,Passenger,36,50,86,159119,159205,0.05,2017,2,28
2017-02-28,Fulton,GA,Passenger,1,1,2,127,129,1.55,2017,2,28
2017-02-28,Northampton,PA,Passenger,2,0,2,231,233,0.86,2017,2,28
2017-02-28,Jefferson,NY,Passenger,1,1,2,256,258,0.78,2017,2,28
2017-02-28,Dallas,TX,Passenger,1,0,1,212,213,0.47,2017,2,28
2017-02-28,Volusia,FL,Passenger,0,1,1,50,51,1.96,2017,2,28
2017-02-28,Grant,WA,Truck,0,0,0,24996,24996,0.0,2017,2,28
2017-02-28,Skagit,WA,Truck,1,0,1,31404,31405,0.0,2017,2,28
2017-02-28,Pend Oreille,WA,Passenger,1,4,5,9299,9304,0.05,2017,2,28
2017-02-28,Clallam,WA,Truck,0,0,0,21025,21025,0.0,2017,2,28
2017-02-28,Kitsap,WA,Truck,1,0,1,52344,52345,0.0,2017,2,28
2017-02-28,Clackamas,OR,Passenger,1,2,3,359,362,0.83,2017,2,28
2017-02-28,Los Angeles,CA,Passenger,2,1,3,1393,1396,0.21,2017,2,28
2017-02-28,Lincoln,WA,Passenger,2,4,6,7509,7515,0.08,2017,2,28
2017-02-28,Maui,HI,Passenger,1,0,1,73,74,1.35,2017,2,28
2017-02-28,Arlington,VA,Passenger,1,1,2,173,175,1.14,2017,2,28
2017-02-28,Columbia,WA,Truck,0,0,0,1529,1529,0.0,2017,2,28
2017-02-28,Nassau,NY,Passenger,0,1,1,39,40,2.5,2017,2,28
2017-02-28,Jefferson,WA,Truck,0,0,0,9470,9470,0.0,2017,2,28
2017-02-28,Shelby,TN,Passenger,0,1,1,113,114,0.88,2017,2,28
2017-02-28,Missoula,MT,Passenger,1,0,1,81,82,1.22,2017,2,28
2017-02-28,Franklin,OH,Passenger,0,1,1,115,116,0.86,2017,2,28
2017-02-28,Tulare,CA,Passenger,1,0,1,201,202,0.5,2017,2,28
2017-02-28,DeKalb,IN,Passenger,1,0,1,1,2,50.0,2017,2,28
2017-02-28,Hawaii,HI,Passenger,1,0,1,88,89,1.12,2017,2,28
2017-02-28,Jefferson,WA,Passenger,89,55,144,23602,23746,0.61,2017,2,28
2017-02-28,Hardin,KY,Passenger,0,1,1,123,124,0.81,2017,2,28
2017-02-28,New London,CT,Passenger,2,0,2,262,264,0.76,2017,2,28
2017-02-28,Sumter,FL,Passenger,0,1,1,10,11,9.09,2017,2,28
2017-02-28,Shoshone,ID,Passenger,0,1,1,82,83,1.2,2017,2,28
2017-02-28,Mason,WA,Truck,0,0,0,19191,19191,0.0,2017,2,28
2017-02-28,Hamilton,IN,Passenger,1,0,1,67,68,1.47,2017,2,28
2017-02-28,El Paso,CO,Passenger,1,1,2,846,848,0.24,2017,2,28
2017-02-28,Bergen,NJ,Passenger,0,2,2,33,35,5.71,2017,2,28
2017-02-28,Snohomish,WA,Truck,1,0,1,122507,122508,0.0,2017,2,28
2017-02-28,Essex,NJ,Passenger,1,0,1,18,19,5.26,2017,2,28
2017-02-28,Portsmouth,VA,Passenger,0,1,1,65,66,1.52,2017,2,28
2017-02-28,Moore,NC,Passenger,0,1,1,210,211,0.47,2017,2,28
2017-02-28,Skagit,WA,Passenger,113,86,199,87258,87457,0.23,2017,2,28
2017-02-28,Prince George's,MD,Passenger,0,1,1,187,188,0.53,2017,2,28
2017-02-28,Cumberland,NC,Passenger,1,0,1,631,632,0.16,2017,2,28
2017-02-28,King,WA,Passenger,9096,3712,12808,1385055,1397863,0.92,2017,2,28
2017-02-28,Deschutes,OR,Passenger,1,0,1,207,208,0.48,2017,2,28
2017-02-28,Wahkiakum,WA,Passenger,0,1,1,2843,2844,0.04,2017,2,28
2017-02-28,Dane,WI,Passenger,1,0,1,169,170,0.59,2017,2,28
2017-02-28,Klickitat,WA,Truck,0,0,0,7930,7930,0.0,2017,2,28
2017-02-28,Travis,TX,Passenger,1,1,2,201,203,0.99,2017,2,28
2017-02-28,Durham,NC,Passenger,0,1,1,38,39,2.56,2017,2,28
2017-02-28,Kittitas,WA,Truck,0,0,0,13384,13384,0.0,2017,2,28
2017-02-28,Montgomery,MD,Passenger,1,0,1,307,308,0.32,2017,2,28
2017-02-28,Lewis,WA,Passenger,45,33,78,54973,55051,0.14,2017,2,28
2017-02-28,King,WA,Truck,8,1,9,190480,190489,0.0,2017,2,28
2017-02-28,Madison,ID,Passenger,1,0,1,44,45,2.22,2017,2,28
2017-02-28,Oklahoma,OK,Passenger,0,1,1,192,193,0.52,2017,2,28
2017-02-28,Pacific,WA,Passenger,5,6,11,14990,15001,0.07,2017,2,28
2017-02-28,Charles,MD,Passenger,0,1,1,92,93,1.08,2017,2,28
2017-02-28,Tarrant,TX,Passenger,0,2,2,305,307,0.65,2017,2,28
2017-02-28,Whatcom,WA,Passenger,401,146,547,141869,142416,0.38,2017,2,28
2017-02-28,Hidalgo,TX,Passenger,0,1,1,97,98,1.02,2017,2,28
2017-02-28,Klickitat,WA,Passenger,20,22,42,14768,14810,0.28,2017,2,28
2017-02-28,Saratoga,NY,Passenger,1,1,2,77,79,2.53,2017,2,28
2017-02-28,Manatee,FL,Passenger,1,0,1,55,56,1.79,2017,2,28
2017-02-28,Palm Beach,FL,Passenger,0,1,1,100,101,0.99,2017,2,28
2017-02-28,Maricopa,AZ,Passenger,3,1,4,1890,1894,0.21,2017,2,28
2017-02-28,Columbia,WA,Passenger,0,1,1,2338,2339,0.04,2017,2,28
2017-02-28,Mason,WA,Passenger,47,61,108,42774,42882,0.25,2017,2,28
2017-02-28,Hamilton,TN,Passenger,1,0,1,26,27,3.7,2017,2,28
2017-02-28,Benton,WA,Passenger,134,133,267,127641,127908,0.21,2017,2,28
2017-02-28,Middlesex,MA,Passenger,1,0,1,160,161,0.62,2017,2,28
2017-02-28,Clark,WA,Passenger,695,434,1129,297918,299047,0.38,2017,2,28
2017-02-28,Manassas,VA,Passenger,0,1,1,8,9,11.11,2017,2,28
2017-02-28,Cowlitz,WA,Truck,0,0,0,27869,27869,0.0,2017,2,28
2017-02-28,Ventura,CA,Passenger,0,2,2,384,386,0.52,2017,2,28
2017-02-28,Orange,CA,Passenger,2,1,3,688,691,0.43,2017,2,28
2017-02-28,Asotin,WA,Passenger,4,3,7,12321,12328,0.06,2017,2,28
2017-02-28,District of Columbia,DC,Passenger,0,3,3,229,232,1.29,2017,2,28
2017-02-28,Carroll,NH,Passenger,0,1,1,0,1,100.0,2017,2,28
2017-02-28,Clark,WA,Truck,0,0,0,77514,77514,0.0,2017,2,28
2017-02-28,Canyon,ID,Passenger,0,1,1,110,111,0.9,2017,2,28
2017-02-28,Grays Harbor,WA,Passenger,27,24,51,44246,44297,0.12,2017,2,28
2017-02-28,Dale,AL,Passenger,0,1,1,63,64,1.56,2017,2,28
2017-02-28,Whitman,WA,Passenger,8,18,26,21934,21960,0.12,2017,2,28
2017-02-28,Norfolk,MA,Passenger,1,0,1,38,39,2.56,2017,2,28
2017-02-28,Douglas,OR,Passenger,0,1,1,79,80,1.25,2017,2,28
2017-02-28,Muscogee,GA,Passenger,0,1,1,257,258,0.39,2017,2,28
2017-02-28,Santa Fe,NM,Passenger,0,1,1,44,45,2.22,2017,2,28
2017-02-28,Asotin,WA,Truck,0,0,0,6475,6475,0.0,2017,2,28
2017-02-28,Nantucket,MA,Passenger,1,0,1,3,4,25.0,2017,2,28
2017-02-28,Monroe,NY,Passenger,1,0,1,29,30,3.33,2017,2,28
2017-02-28,Lee,AL,Passenger,1,0,1,36,37,2.7,2017,2,28
2017-02-28,Marion,OR,Passenger,1,0,1,207,208,0.48,2017,2,28
2017-02-28,Collier,FL,Passenger,1,0,1,21,22,4.55,2017,2,28
2017-02-28,Adams,WA,Truck,0,0,0,5070,5070,0.0,2017,2,28
2017-02-28,Walla Walla,WA,Passenger,17,21,38,34782,34820,0.11,2017,2,28
2017-02-28,Whatcom,WA,Truck,2,0,2,41328,41330,0.0,2017,2,28
2017-02-28,Mercer,NJ,Passenger,0,1,1,22,23,4.35,2017,2,28
2017-02-28,Alameda,CA,Passenger,3,1,4,394,398,1.01,2017,2,28
2017-02-28,Franklin,MA,Passenger,0,1,1,4,5,20.0,2017,2,28
2017-02-28,Allegheny,PA,Passenger,1,0,1,92,93,1.08,2017,2,28
2017-02-28,Harnett,NC,Passenger,1,0,1,266,267,0.37,2017,2,28
2017-02-28,Wahkiakum,WA,Truck,0,0,0,1625,1625,0.0,2017,2,28
2017-02-28,DeKalb,GA,Passenger,1,0,1,85,86,1.16,2017,2,28
2017-02-28,Contra Costa,CA,Passenger,1,0,1,647,648,0.15,2017,2,28
