Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles,Year,Month,Day
2019-07-31,Kitsap,WA,Passenger,1092,625,1717,181201,182918,0.94,2019,7,31
2019-07-31,Penobscot,ME,Passenger,0,1,1,14,15,6.67,2019,7,31
2019-07-31,Wahkiakum,WA,Truck,0,0,0,1761,1761,0.0,2019,7,31
2019-07-31,Pinal,AZ,Passenger,2,0,2,196,198,1.01,2019,7,31
2019-07-31,Clallam,WA,Passenger,177,144,321,50640,50961,0.63,2019,7,31
2019-07-31,Garfield,WA,Passenger,1,1,2,1297,1299,0.15,2019,7,31
2019-07-31,Benton,WA,Truck,0,0,0,42074,42074,0.0,2019,7,31
2019-07-31,District of Columbia,DC,Passenger,1,1,2,209,211,0.95,2019,7,31
2019-07-31,Dakota,MN,Passenger,0,1,1,36,37,2.7,2019,7,31
2019-07-31,Orange,CA,Passenger,6,1,7,544,551,1.27,2019,7,31
2019-07-31,Valencia,NM,Passenger,1,0,1,8,9,11.11,2019,7,31
2019-07-31,Randolph,NC,Passenger,1,0,1,6,7,14.29,2019,7,31
2019-07-31,Duval,FL,Passenger,1,2,3,379,382,0.79,2019,7,31
2019-07-31,DeKalb,IN,Passenger,1,0,1,1,2,50.0,2019,7,31
2019-07-31,Boulder,CO,Passenger,1,0,1,48,49,2.04,2019,7,31
2019-07-31,Calvert,MD,Passenger,0,2,2,87,89,2.25,2019,7,31
2019-07-31,Solano,CA,Passenger,1,0,1,214,215,0.47,2019,7,31
2019-07-31,Clark,WA,Passenger,1588,945,2533,314862,317395,0.8,2019,7,31
2019-07-31,Hawaii,HI,Passenger,1,0,1,63,64,1.56,2019,7,31
2019-07-31,Spokane,WA,Truck,1,0,1,95222,95223,0.0,2019,7,31
2019-07-31,Manassas,VA,Passenger,0,1,1,9,10,10.0,2019,7,31
2019-07-31,Chelan,WA,Passenger,161,68,229,54426,54655,0.42,2019,7,31
2019-07-31,El Paso,TX,Passenger,3,0,3,488,491,0.61,2019,7,31
2019-07-31,Spartanburg,SC,Passenger,0,1,1,40,41,2.44,2019,7,31
2019-07-31,Franklin,WA,Truck,0,0,0,19363,19363,0.0,2019,7,31
2019-07-31,Whitman,WA,Truck,0,0,0,8631,8631,0.0,2019,7,31
2019-07-31,Suffolk,MA,Passenger,0,1,1,38,39,2.56,2019,7,31
2019-07-31,Wahkiakum,WA,Passenger,2,2,4,3006,3010,0.13,2019,7,31
2019-07-31,RÃ­o Grande,PR,Passenger,1,0,1,1,2,50.0,2019,7,31
2019-07-31,New Haven,CT,Passenger,0,2,2,47,49,4.08,2019,7,31
2019-07-31,Oklahoma,OK,Passenger,0,1,1,130,131,0.76,2019,7,31
2019-07-31,Montgomery,AL,Passenger,0,1,1,42,43,2.33,2019,7,31
2019-07-31,Whatcom,WA,Truck,2,0,2,42927,42929,0.0,2019,7,31
2019-07-31,Washtenaw,MI,Passenger,1,0,1,41,42,2.38,2019,7,31
2019-07-31,Maui,HI,Passenger,2,0,2,47,49,4.08,2019,7,31
2019-07-31,Polk,FL,Passenger,1,0,1,72,73,1.37,2019,7,31
2019-07-31,Maricopa,AZ,Passenger,7,6,13,1604,1617,0.8,2019,7,31
2019-07-31,Prince William,VA,Passenger,1,4,5,248,253,1.98,2019,7,31
2019-07-31,St. Mary's,MD,Passenger,1,0,1,215,216,0.46,2019,7,31
2019-07-31,Boone,MO,Passenger,0,1,1,11,12,8.33,2019,7,31
2019-07-31,Cochise,AZ,Passenger,0,1,1,110,111,0.9,2019,7,31
2019-07-31,Tulsa,OK,Passenger,1,1,2,50,52,3.85,2019,7,31
2019-07-31,Collin,TX,Passenger,2,1,3,146,149,2.01,2019,7,31
2019-07-31,Palm Beach,FL,Passenger,0,2,2,83,85,2.35,2019,7,31
2019-07-31,Snohomish,WA,Truck,0,0,0,122611,122611,0.0,2019,7,31
2019-07-31,Dale,AL,Passenger,0,1,1,54,55,1.82,2019,7,31
2019-07-31,Loudoun,VA,Passenger,1,0,1,96,97,1.03,2019,7,31
2019-07-31,Montgomery,PA,Passenger,2,0,2,39,41,4.88,2019,7,31
2019-07-31,Vigo,IN,Passenger,1,0,1,6,7,14.29,2019,7,31
2019-07-31,Fairbanks North Star,AK,Passenger,0,1,1,97,98,1.02,2019,7,31
2019-07-31,Hennepin,MN,Passenger,2,1,3,103,106,2.83,2019,7,31
2019-07-31,St. Clair,IL,Passenger,0,1,1,161,162,0.62,2019,7,31
2019-07-31,San Joaquin,CA,Passenger,1,0,1,130,131,0.76,2019,7,31
2019-07-31,Skagit,WA,Truck,1,0,1,32520,32521,0.0,2019,7,31
2019-07-31,Moore,NC,Passenger,0,1,1,186,187,0.53,2019,7,31
2019-07-31,Columbia,WA,Truck,0,0,0,1529,1529,0.0,2019,7,31
2019-07-31,Arlington,VA,Passenger,0,2,2,160,162,1.23,2019,7,31
2019-07-31,Juneau,AK,Passenger,0,2,2,32,34,5.88,2019,7,31
2019-07-31,Adams,WA,Passenger,5,6,11,12830,12841,0.09,2019,7,31
2019-08-31,Skagit,WA,Passenger,310,209,519,92295,92814,0.56,2019,8,31
2019-08-31,Chelan,WA,Truck,0,0,0,22363,22363,0.0,2019,8,31
2019-08-31,Palm Beach,FL,Passenger,0,2,2,84,86,2.33,2019,8,31
2019-08-31,Spartanburg,SC,Passenger,0,1,1,41,42,2.38,2019,8,31
2019-08-31,Richland,SC,Passenger,0,1,1,160,161,0.62,2019,8,31
2019-08-31,Lincoln,WA,Passenger,2,10,12,7786,7798,0.15,2019,8,31
2019-08-31,New Haven,CT,Passenger,0,2,2,48,50,4.0,2019,8,31
2019-08-31,Skagit,WA,Truck,1,0,1,32548,32549,0.0,2019,8,31
2019-08-31,Howard,MD,Passenger,0,1,1,81,82,1.22,2019,8,31
2019-08-31,Klickitat,WA,Truck,0,0,0,8290,8290,0.0,2019,8,31
2019-08-31,Alexandria,VA,Passenger,1,0,1,142,143,0.7,2019,8,31
2019-08-31,Clay,FL,Passenger,0,1,1,84,85,1.18,2019,8,31
2019-08-31,Bergen,NJ,Passenger,1,0,1,28,29,3.45,2019,8,31
2019-08-31,Pinal,AZ,Passenger,2,0,2,199,201,1.0,2019,8,31
2019-08-31,Chelan,WA,Passenger,165,70,235,54448,54683,0.43,2019,8,31
2019-08-31,San Diego,CA,Passenger,11,3,14,2750,2764,0.51,2019,8,31
2019-08-31,Montgomery,TX,Passenger,1,0,1,65,66,1.52,2019,8,31
2019-08-31,Klickitat,WA,Passenger,37,35,72,15622,15694,0.46,2019,8,31
2019-08-31,Snohomish,WA,Truck,0,0,0,122854,122854,0.0,2019,8,31
2019-08-31,Columbia,WA,Truck,0,0,0,1531,1531,0.0,2019,8,31
2019-08-31,Montgomery,PA,Passenger,2,0,2,39,41,4.88,2019,8,31
2019-08-31,Harnett,NC,Passenger,1,1,2,217,219,0.91,2019,8,31
2019-08-31,Island,WA,Passenger,335,245,580,63426,64006,0.91,2019,8,31
2019-08-31,Yakima,WA,Passenger,112,108,220,165610,165830,0.13,2019,8,31
2019-08-31,Ferry,WA,Passenger,5,2,7,4415,4422,0.16,2019,8,31
2019-08-31,Cochise,AZ,Passenger,0,1,1,106,107,0.93,2019,8,31
2019-08-31,Kern,CA,Passenger,0,1,1,225,226,0.44,2019,8,31
2019-08-31,Broward,FL,Passenger,2,1,3,131,134,2.24,2019,8,31
2019-08-31,Santa Cruz,CA,Passenger,1,0,1,40,41,2.44,2019,8,31
2019-08-31,Bucks,PA,Passenger,1,0,1,25,26,3.85,2019,8,31
2019-08-31,Norfolk,MA,Passenger,1,0,1,39,40,2.5,2019,8,31
2019-08-31,Snohomish,WA,Passenger,3640,1639,5279,533001,538280,0.98,2019,8,31
2019-08-31,Adams,WA,Passenger,5,5,10,12838,12848,0.08,2019,8,31
2019-08-31,Lake,CA,Passenger,0,1,1,9,10,10.0,2019,8,31
2019-08-31,Wahkiakum,WA,Truck,0,0,0,1763,1763,0.0,2019,8,31
2019-08-31,Benton,WA,Passenger,279,291,570,134317,134887,0.42,2019,8,31
2019-08-31,King,WA,Truck,6,1,7,182238,182245,0.0,2019,8,31
2019-08-31,Washtenaw,MI,Passenger,1,0,1,41,42,2.38,2019,8,31
2019-08-31,Virginia Beach,VA,Passenger,1,0,1,697,698,0.14,2019,8,31
2019-08-31,Pacific,WA,Truck,0,0,0,7677,7677,0.0,2019,8,31
2019-08-31,Skamania,WA,Passenger,25,18,43,8750,8793,0.49,2019,8,31
2019-08-31,Cook,IL,Passenger,1,0,1,250,251,0.4,2019,8,31
2019-08-31,Pend Oreille,WA,Truck,0,0,0,5719,5719,0.0,2019,8,31
2019-08-31,Stevens,WA,Truck,0,0,0,18712,18712,0.0,2019,8,31
2019-08-31,Solano,CA,Passenger,1,0,1,207,208,0.48,2019,8,31
2019-08-31,Lake,FL,Passenger,1,0,1,22,23,4.35,2019,8,31
2019-08-31,Mason,WA,Truck,0,0,0,20407,20407,0.0,2019,8,31
2019-08-31,Ada,ID,Passenger,0,2,2,318,320,0.62,2019,8,31
2019-08-31,Lake,IL,Passenger,1,0,1,175,176,0.57,2019,8,31
2019-08-31,King,WA,Passenger,20002,7201,27203,1392708,1419911,1.92,2019,8,31
2019-08-31,Stevens,WA,Passenger,22,29,51,31688,31739,0.16,2019,8,31
2019-08-31,Yakima,WA,Truck,0,0,0,59385,59385,0.0,2019,8,31
2019-08-31,Rogers,OK,Passenger,1,0,1,6,7,14.29,2019,8,31
2019-08-31,Sacramento,CA,Passenger,0,1,1,307,308,0.32,2019,8,31
2019-08-31,Guadalupe,TX,Passenger,1,0,1,75,76,1.32,2019,8,31
2019-08-31,Polk,FL,Passenger,1,0,1,74,75,1.33,2019,8,31
2019-08-31,Hennepin,MN,Passenger,3,1,4,104,108,3.7,2019,8,31
2019-08-31,Columbia,WA,Passenger,2,2,4,2456,2460,0.16,2019,8,31
2019-08-31,Kitsap,WA,Truck,1,0,1,54150,54151,0.0,2019,8,31
2019-08-31,Shasta,CA,Passenger,1,0,1,43,44,2.27,2019,8,31
2019-08-31,Saginaw,MI,Passenger,1,0,1,13,14,7.14,2019,8,31
2019-08-31,Garfield,WA,Truck,0,0,0,957,957,0.0,2019,8,31
2019-08-31,Grays Harbor,WA,Truck,0,0,0,20568,20568,0.0,2019,8,31
2019-08-31,Jefferson,WA,Passenger,205,122,327,25070,25397,1.29,2019,8,31
2019-08-31,Sangamon,IL,Passenger,1,0,1,6,7,14.29,2019,8,31
2019-08-31,El Paso,TX,Passenger,3,0,3,484,487,0.62,2019,8,31
2019-08-31,Houston,GA,Passenger,1,0,1,56,57,1.75,2019,8,31
2019-08-31,Portsmouth,VA,Passenger,0,1,1,81,82,1.22,2019,8,31
2019-08-31,Putnam,TN,Passenger,0,1,1,3,4,25.0,2019,8,31
2019-08-31,Duval,FL,Passenger,1,2,3,381,384,0.78,2019,8,31
2019-08-31,Clallam,WA,Truck,1,0,1,21818,21819,0.0,2019,8,31
2019-08-31,Tarrant,TX,Passenger,3,0,3,204,207,1.45,2019,8,31
2019-08-31,Prince George's,MD,Passenger,1,1,2,182,184,1.09,2019,8,31
2019-08-31,Grays Harbor,WA,Passenger,88,85,173,48109,48282,0.36,2019,8,31
2019-08-31,Deschutes,OR,Passenger,3,0,3,162,165,1.82,2019,8,31
2019-08-31,Harrison,MS,Passenger,1,0,1,65,66,1.52,2019,8,31
2019-08-31,Clark,NV,Passenger,5,2,7,706,713,0.98,2019,8,31
2019-08-31,Dallas,TX,Passenger,1,0,1,212,213,0.47,2019,8,31
2019-08-31,Twin Falls,ID,Passenger,0,1,1,27,28,3.57,2019,8,31
2019-08-31,Goochland,VA,Passenger,1,1,2,263,265,0.75,2019,8,31
2019-08-31,Anne Arundel,MD,Passenger,1,1,2,432,434,0.46,2019,8,31
2019-08-31,Whitman,WA,Truck,0,0,0,8629,8629,0.0,2019,8,31
2019-08-31,Santa Rosa,FL,Passenger,1,0,1,90,91,1.1,2019,8,31
2019-08-31,DeKalb,GA,Passenger,1,0,1,81,82,1.22,2019,8,31
2019-08-31,Maui,HI,Passenger,2,0,2,45,47,4.26,2019,8,31
2019-08-31,Franklin,WA,Truck,0,0,0,19489,19489,0.0,2019,8,31
2019-08-31,El Paso,CO,Passenger,2,1,3,751,754,0.4,2019,8,31
2019-08-31,Kittitas,WA,Passenger,79,44,123,29744,29867,0.41,2019,8,31
2019-08-31,Montgomery,AL,Passenger,0,1,1,40,41,2.44,2019,8,31
2019-08-31,Okanogan,WA,Passenger,25,26,51,26184,26235,0.19,2019,8,31
2019-08-31,Wayne,MI,Passenger,0,1,1,65,66,1.52,2019,8,31
2019-08-31,Skamania,WA,Truck,0,0,0,4073,4073,0.0,2019,8,31
2019-08-31,Washoe,NV,Passenger,2,0,2,114,116,1.72,2019,8,31
